English,Hindi,Hinglish,bert_base,vader_sentiment
"The President said the North Eastern Hill University (NEHU) has acted as a centre of empowerment of the people in North-Eastern region. He expressed his happiness over gender parity in the student population, with a 1:1 male-female ratio and the fact that women outperform men beyond the ratio.",राष्ट्रपति ने कहा कि पूर्वोत्तर पर्वतीय विश्वविद्यालय ने पूर्वोत्तर क्षेत्र में लोगों के सशक्तीकरण के केन्द्र के रूप में काम किया है। उन्होंने विद्यार्थियों में 1:1 के पुरुष महिला अनुपात के साथ लैंगिक समानता पर तथा इस बात पर प्रसन्नता व्यक्त की कि महिलाओं ने पुरुषों को औसत से पीछे छोड़ दिया है।,president ne kaha ki north parvtiy university ne north centre men population ke empowerment ke kendr ke roop men kam kiya people unhonne student men 1:1 ke purush mahila ratio ke sath laingik parity par tatha is bat par happiness vyakt ki ki women ne purushon ko ausat se pichhe chhor diya people,positive,positive
The violin bow might well have grown out of the act of fire-making by scraping one rod over another .,बहुत संभव है कि वायलिन का गज भी एक छड़ी को दूसरी छड़ी पर रगड़कर आग जलाने वाली सामान्य जीवन की क्रिया का ही विकसित रूप हो .,bahut snbhav hai ki vaylin ka gaj bhi ek chhari ko doosri chhari par scraping one rod vali samany jivan ki kriya ka hi viksit roop ho,neutral,positive
From popular home stays where one can get a firsthand experience of rural Sikkim to endless possibilities for adventure sports.,यहां के लोकप्रिय घरेलू आश्रय जहां आपको ग्रामीण सिक्किम का प्रत्यक्ष अनुभव होता है और रोमांचक खेलों की असीमित संभावनाएं उपलब्ध हैं।,yahan ke popular home aashray jahan aapko gramin sikkim ka pratyaksh anubhav hota hai aur romanchak khelon ki asimit snbhavnaen upalabdh hain.,positive,positive
"Compete with one another to achieve forgiveness from your Lord and to reach Paradise, which is as vast as the heavens and the earth, and is prepared for those who believe in God and His Messenger. This is the blessing of God and He grants it to whomever He wants. The blessings of God are great.",तुम अपने परवरदिगार के (सबब) बख़्शिस की और बेहिश्त की तरफ लपक के आगे बढ़ जाओ जिसका अर्ज़ आसमान और ज़मीन के अर्ज़ के बराबर है जो उन लोगों के लिए तैयार की गयी है जो ख़ुदा पर और उसके रसूलों पर ईमान लाए हैं ये ख़ुदा का फज़ल है जिसे चाहे अता करे और ख़ुदा का फज़ल (व क़रम) तो बहुत बड़ा है,tum apne paravardigar ke sabab bashis ki aur behisht ki taraph lapak ke aage ba jao jiska arz aasman aur zamin ke arz ke barabar hai jo un logon ke lie taiyar ki gayi hai jo uda par aur uske rasoolon par eeman lae hain ye uda ka phazal hai jise chahe ata kare aur uda ka phazal v ram to bahut bara hai,positive,positive
"Deva Devi, the lovely maiden, was the pride of Brahma 's creation.",सुंदर कन्या देवदेवी ब्रह्मा की सृष्टि की गौरवपूर्ण रचना थी।,lovely maiden deva brahma ki creation ki pride rachna thi.,positive,positive
But the physical love is only a bridge to cross over to the other bank葉he Annihilation of self.,पर शारीरिक प्रेम दूसरे तट-आत्म-हनन-पर पहुँचने का सेतु मात्र है।,par physical love doosre tat-aatm-hanan-par pahunchne ka bridge matr self,neutral,positive
Soon he was seeking terms with the British.,शीग्र ही मानसिंह अंग्रेजों के साथ सौदे बाजी करने तात्या टोपे लगा।,shigr hi mansinh angrejon ke sath saude baji karne tatya tope terms,neutral,neutral
Language can't math me.,भाषा मेरा गणित नहीं समेट सकती.,language mera ganit nahin samet sakti,negative,neutral
We dedicate this sacred day to their memory.,आज का यह पवित्र दिन हम उनकी स्मृति में समर्पित करते हैं।,aaj ka yah sacred day ham unki memory men samarpit karte hain.,positive,neutral
Technologies that enable efficient use of biomass are becoming prevalent in rural areas.,जैव ईंधन के प्रभावी उपयोग को सुरक्षित करती प्रौद्योगिकियाँ ग्रामीण क्षेत्रों में फैल रहीं हैं।,jaiv eendhan ke prbhavi upyog ko surakshit karti praudyogikiyan gramin kshetron men phail rahin hain.,positive,positive
Overcrowding and outstanding registrations kept increasing .,भीड़ भाड़ तथा शेष पंजीकरण की संख़्या में वृद्धि होती गयी .,bhir outstanding tatha shesh registrations ki snya men vriddhi hoti gayi,negative,positive
"He said, “Do not fear, I am with you, I hear and I see.",फ़रमाया तुम डरो नहीं मैं तुम्हारे साथ हूँ (सब कुछ) सुनता और देखता हूँ,farmaya tum daro nahin main tumhare sath hoon sab kuchh sunta aur dekhta hoon,positive,positive
"A papilionaceous flower has a corolla, usually with five petals that include a large upper petal, the vexillum.",एक कोरोला का तितली जैसा फूल जिस की पांच पंखुड़ियो में एक सबसे उपरी लंबी पत्ती जो होती है ध्वज।,ek corolla ka large jaisa flower jis ki panch pnkhuriyo men ek sabse upper lnbi patti jo hoti hai dhvaj.,neutral,neutral
Nibbles couldn 't find pixmap file:% s Please check your Nibbles installation,निब्बल्स पिक्समेप फ़ाइल:% s ढूंढ नहीं सका. कृपया अपना निब्बल्स संस्थापना जांचें,pixmap file fail: s dhoondh nahin couldn kripya apna file snsthapna janchen,negative,positive
"Some of the accused protested against being treated as common cirminals, and not as political prisoners, who had declared open war against the Crown.","कुछ अभियोगियों ने, जिन्होंने राज के खिलाफ खुले युद्ध की घोषणा की थी, अपने साथ राजनैतिक बंदियों की जगह पर आम अपराधियों जैसा व्यवहार किये जाने का विरोध किया।","kuchh abhiyogiyon ne , jinhonne raj ke khilaph open war ki ghoshna ki thi , apne sath political prisoners ki jagah par common apradhiyon jaisa vyavhar kiye jane ka virodh kiya.",negative,negative
Look at the likes of Gandhi who achieved so much through pacifism.,गांधी जैसे लोगों को देखें जिन्होनें शांतिवाद के माध्यम से महान उपलब्धियां हासिल की हैं.,gandhi jaise logon ko dekhen jinhonen shantivad ke madhyam se mahan upalabdhiyan hasil ki hain,positive,positive
Static economy will dislocate all the developmental plans.,स्थिर अर्थव्यवस्था सभी विकासात्मक योजनाओं को अस्त-व्यस्त कर देगी।,static economy sabhi developmental plans ko ast-vyast kar degi.,negative,neutral
"Poor labour - management relationship and associated low workers' morale and low productivity, strikes, lockouts, etc.","खराब श्रम प्रबंधन संबंध और कर्मचारियों का सहबद्ध मनोबल कम होना तथा कम उत्पादकता, हड़तालें, तालाबंदियां इत्या दि।","poor labour management relationship aur karmchariyon ka sahabaddh manobal kam hona tatha kam utpadakta, hartalen, talabndiyan itya di.",negative,negative
"Unless you realise that the world is a manifestation of divinity , as long as you do not realise within yourself that the world you see around you , the country in which you live are manifestations of divinity , then all these are unreal .","जब तक आप यह अनुभूति नहीं करते हैं कि सारा विश्व ईश्वरत्व की अभिव्यक्ति है , जब तक आप अपने भीतर यह अनुभव नहीं करते हैं कि यह संसार जिसे आप अपने चारों और देखते हैं , और यह देश , जिसमें आप रहते हैं , ईश्वरत्व की अभिव्यक्ति है , तब तक ये सभी अवास्तविक हैं .","jab tak aap yah anubhooti nahin karte hain ki sara world manifestation ki abhivyakti hai , jab tak aap apne bhitar yah anubhav nahin karte hain ki yah snsar jise aap apne charon aur dekhte hain , aur yah country , jismen aap rahte hain , manifestation ki abhivyakti hai , tab tak ye sabhi unreal hain",negative,positive
"Questions may be about the treatment itself, for example:","सवाल वैद्यकिय उपचार के बारे में भी हो सकते हैं, जैसे कि उदाहरण के तौर पर:","questions vaidykiy treatment ke bare men bhi ho sakte hain , jaise ki udaharan ke taur par :",neutral,neutral
lesbians enjoy tribadism because they can involve their whole bodies.,समलैंगिक परस्पर स्त्री मैथुन का आनंद लेते हैं ताकि वे अपने पूरे शरीर को मिला सकें।,lesbians paraspar stri maithun ka aannd lete hain tribadism ve apne whole bodies ko mila saken.,positive,positive
"How to prevent ama in day - to - day life and, perhaps, be magically relieved from all sorts of problems ranging from plain 'not feeling well' to arthritis?",रोजमर्रा की जिंदगी में आंव की रोकथाम कैसे की जाए और तबीयत ठीक नहीं है से लेकर गठिया तक की सभी प्रकार की समस्याओं से किस प्रकार जादुई ढंग से मुक्ति पाई जाये?,rojamarra ki jindgi men aanv ki roktham kaise ki jae aur tabiyat thik nahin hai se lekar gathiya tak ki sabhi prkar ki samasyaon se kis prkar jaduee dhng se mukti paee jaye,neutral,negative
If you smoke you are two and half times more likely to have a heart attack than a non smoker .,"यदि आप सिग्रेट पीते हैं , तो धूम्रपान न करने के वाले के स्थान पर आप को ढाई गुना अधिक दिल का दऔरा पड़ने की सभृभावना है .","yadi aap sigret pite hain , to non n karne ke vale ke sthan par aap ko half times adhik heart ka likely parne ki sabhribhavna hai",negative,positive
So your left side of the equation is 3 times,तो आपके समीकरण की उल्टी और 3 गुना है.,to left equation ki side aur 3 times hai,neutral,neutral
"The free reeds are very much more scarce in India and can be seen in the harmonium and the rare instrument , khung or rusem , of the tribal areas of eastern India .",स्वतंत्र पत्तियों का चलन भारत में बहुत कम है और हारमोनियम तथा पूर्वी भारत के आदिवासी क्षेत्र के दुर्लभ वाद्य खुंग अथवा रूसेम में देखने को मिलती हैं .,free reeds ka chalan bharat men bahut kam hai aur harmoniyam tatha poorvi bharat ke aadivasi kshetr ke durlabh vady khung or rusem men dekhne ko milti hain,neutral,positive
"I convey my special greetings to members of our Armed Forces, Para-military Forces and Internal Security Forces.","मैं सशस्त्र बलों, अर्द्धसैनिक बलों और आंतरिक सुरक्षा बलों के सदस्यों को अपनी विशेष बधाई देता हूं।","armed forces balon, para-military forces aur internal security forces ke sadasyon ko apni convey my special hoon.",positive,positive
Foot - wear should not be uncomfortable and should not hamper the free movements of the feet.,जूते को असुविधा-जनक और पैर की सुचारु गति में बाधा पहुंचाने वाला नहीं होना चाहिए।,wear ko asuvidha-janak aur foot ki sucharu movements men badha pahunchane vala nahin hona chahie.,neutral,negative
"If the opinion so declared is again challenged, the Speaker directs that the votes be recorded either by operating the automatic vote recorder or by using 'Aye' and 'No' slips in the House or by members going into the lobbies.",यदि इस प्रकार घोषित राय को पुन: चुनौती दी जाती है तो अध्यसक्ष आदेश देता है कि या तो स्वचालित मत अभिलेखन उपकरण को चालू करके या सदन में? हां? या? या? की पर्चियों का प्रयोग करके या सदस्यों द्वारा लाबियों में जाकर मत अभिलिखित किए जाएं.,yadi is opinion so declared ko pun: chunauti di jati hai to adhyasaksh aadesh deta hai ki ya to svchalit mat abhilekhan upakaran ko chaloo karke ya sadan men han ya ya ki parchiyon ka pryog karke ya sadasyon dvara labiyon men jakar mat abhilikhit kie jaen,neutral,negative
"They said, 'Nay, but we found our fathers so doing.'","उन्होंने कहा, ""नहीं, बल्कि हमने तो अपने बाप-दादा को ऐसा ही करते पाया है।""","unhonne kaha, nhin, nay hamne to apne fathers ko aesa hi karte paya hai.",neutral,neutral
People of Ahmedia community do not accept Muhammed as the last prophet and also call themselves the followers of Islam.,अहमदिय्या समुदाय के लोग मुहम्मद साहब को अन्तिम नबी नहीं मानते हैं और स्वयं को इस्लाम का अनुयायी भी कहते हैं।,ahmedia community ke people muhammad sahab ko last nabi nahin mante hain aur svyn ko islam ka followers bhi kahte hain.,negative,negative
but whoever seeks beyond that—it is they who are the transgressors),किन्तु जिस किसी ने इसके अतिरिक्त कुछ और चाहा तो ऐसे ही लोग सीमा का उल्लंघन करनेवाले है।-,kintu jis kisi ne iske atirikt kuchh aur thatit to aese hi transgressors sima ka ullnghan karnevale hai.-,neutral,neutral
Radha today these eyes beheld; A maid she is unparalleled.,"राधा को देखा है इन आँखों ने आज, वह बाला है अप्रतिभ।","radha ko beheld hai in eyes ne aaj, vah bala hai aprtibh.",positive,neutral
"Now, let 's think about what that is",तो हम इसके बारे मे सोचते हैं वो क्या है,to ham iske bare me sochte hain vo kya hai,neutral,neutral
"They said: ""We swear by Allah! Indeed Allah has chosen you in preference to us and we were truly guilty.""","उन्होंने कहा, ""अल्लाह की क़सम! आपको अल्लाह ने हमारे मुक़ाबले में पसन्द किया और निश्चय ही चूक तो हमसे हुई।""","unhonne kaha , allah ki guilty ! aapko allah ne hamare preference men pasand kiya aur nishchay hi chook to hamse huee.",negative,negative
This message does not contain the header information required for this action.,संदेश शीर्षिका सूचना नहीं रखता है इस क्रिया के लिए जरूरी.,sndesh header information nahin rakhta hai is action ke lie required,negative,neutral
So let 's round each of these numbers.,चलो इन दोनो संख्या को राउंड ऑफ करते है.,chalo in dono numbers ko round ऑph karte hai,neutral,neutral
"Connecting to the server, please wait...","सर्वर से कनेक्ट कर रहा है, कृपया इंतजार करें...","server se kanekt kar raha hai , wait intjar karen",neutral,positive
"Said He, 'This is for Me a straight path:",ख़ुदा ने फरमाया कि यही राह सीधी है कि मुझ तक (पहुँचती) है,uda ne pharmaya ki yahi straight path hai ki mujh tak phunchti hai,positive,positive
"What are they waiting for – except the Last Day, that it may suddenly come upon them while they are unaware?",क्या वे बस उस (क़ियामत की) घड़ी की प्रतीक्षा कर रहे है कि वह सहसा उनपर आ पड़े और उन्हें ख़बर भी न हो,kya ve bas us iyamat ki ghari ki waiting kar rahe hai ki vah suddenly unapar aa pare aur unhen bar bhi n ho,neutral,negative
"Then as for him whose good deeds are preponderant, these are the successful.",फिर जिनके पलड़े भारी हुए तॊ वही हैं जो सफल।,phir jinke good bhari hue preponderant vahi hain jo successful,positive,positive
He spread out the earth for the people.,और उसी ने लोगों के नफे क़े लिए ज़मीन बनायी,aur usi ne people ke earth e lie zamin banayi,positive,neutral
"The region was endemic for malaria, Kala - a - zar and leprosy.","यह क्षेत्र मलेरिया, कालाजार और कुष्ठ रोग से प्रभावित था।","yah region malaria , kalajar aur leprosy endemic se prbhavit tha.",negative,neutral
"So, I need to decipher what I wrote.","तो, मुझे समझने की जरुरत है कि मैंने क्या लिखा है।","to , i samajhne ki jarurat hai ki mainne kya likha hai.",neutral,neutral
Now Sind is completely merged in West Pakistan and the very word 'Sind' seems to have disappeared.,अब सिंध पूर्ण रूप से पश्चिमी पाकिस्तान में विलय हो गया है तथा सिंध शब्द ही मानो लुप्त प्रायः हो गया है।,ab sindh poorn roop se west pakistan men vilay ho gaya hai tatha sindh shabd hi mano lupt praya ho gaya hai.,negative,negative
Punctuation level set to most.,विराम चिह्न स्तर सबसे करने के लिए निर्धारित किया है.,viram punctuation level sabse karne ke lie set kiya hai,neutral,neutral
The Ministry of Education may take action: -,शिक्षा मंत्रालय निम्नलिखित विषय में कार्रवाई करें--,education ministry nimnlikhit vishay men action karen --,neutral,neutral
It is sensible to approach the trader first .,पहले व्यापारी से संपर्क करना बुद्घिमानी होगी ।,pahle trader se snpark karna sensible hogi .,neutral,neutral
The prevailing colour of this breed is black and white.,इस नस्ल का सामान्य रंग काला और सफेद होता है.,is breed ka samany colour black aur white hota hai,neutral,neutral
We will get the job done in anyway.,हम किसी भी तरह से कार्य पूरा कर लेंगे।,anyway kisi bhi tarah se job poora kar lenge.,positive,neutral
"The poet is trying to create an image of a woman whose whole body is pining away, every limb is turning and twisting and, as described in a sloka mentioned above, the very bed and bed - sheets have become symbols of anguish and torture.","कवि यहां एक ऐसी नारी के बिम्ब की उदभावना में लगा है जिसकी देह झुर रही है, अंग-अंग मरोड़ खा रहा है और, जैसा एक अन्य सलोक में कहा गया, बिछौना और चादर भी यन्त्रणा का प्रतिरूप बन उठे हैं।","poet yahan ek aesi woman ke bimb ki udbhavna men whole hai jiski deh jhur rahi hai , ang-ang maror symbols raha hai aur , jaisa ek any sloka men kaha gaya , bed aur sheets bhi yantrna ka image ban uthe hain.",negative,negative
A similar provision exists for the Deputy Chairman Rajya Sabha in article 90.,अनुच्छेद 90 में राज्य सभा के उपसभापति के लिए ऐसा ही प्रावधान हे.,anuchchhed 90 men rajy sabha in article ke lie aesa hi pravdhan he,neutral,neutral
"And proclaim His Purity, morning and evening.",सुबह व शाम उसकी तसबीह करते रहो,morning v proclaim his purity karte raho,positive,neutral
"Dhanpat Rai Shreevastav, who wrote with pen name Premchand (31 July 1880 - 8 October 1936) was one of the greatest Indian , Hindi and Urdu writers.",प्रेमचंद (३१ जुलाई १८८० - ८ अक्तूबर १९३६) के उपनाम से लिखने वाले धनपत राय श्रीवास्तव हिन्दी और उर्दू के महानतम भारतीय लेखकों में से एक हैं।,premchnd ३१ julaee १८८० - ८ aktoobar १९३६ ke upnam se likhne vale dhanapat ray shrivastav hindi and urdu ke mahanatam bhartiy lekhkon men se ek hain.,positive,positive
They get upset at the slightest inconvenience and the government officials have a difficult task to bring them round.,थोड़ी भी असुविधा से वे विचलित हो उठते हैं और सरकारी कर्मचारियों के लिए उन्हें रास्ते पर लाना एक विकट समस्या बन जाती है.,thori bhi slightest se ve vichlit ho uthte hain aur government officials ke lie unhen round par lana ek difficult samasya ban jati hai,negative,negative
The average goat requires about 3. 5 kilograms of green fodder a day.,एक बकरी को प्रतिदिन औसतन 3.5 किलोग्राम हरे चारे की आवश्यकता होती है।,ek bakri ko prtidin average 35 kilograms hare fodder a day hoti day,neutral,neutral
"If you choose to create a new empty project, all changes will be lost.","यदि आप नई परियोजना बनाने के लिए चुनते हैं, सभी परिवर्तन नष्ट हो जाएंगे.","yadi aap new project banane ke lie chunte hain , sabhi changes nasht ho empty",negative,negative
Can 't pass document URIs to a' Type = Link 'desktop entry,दस्तावेज़ URI को 'Type = Link' डेस्कटॉप प्रविष्टि में भेज नहीं सकता है,pass URI ko Type type deskatp entry men uris nahin sakta hai,negative,neutral
Oncotomy is a good option for treatment.,अर्बुदछेदन उपचार का उत्तम विकल्प है,arbudchhedan treatment ka good option hai,positive,positive
"then makes him to die, and buries him,",फिर उसे मौत दी फिर उसे कब्र में दफ़न कराया,phir use maut di phir use kabr men buries karaya,negative,negative
Please let me see when you 're online. Thanks!,मुझे देखने के लिए जब आप ऑनलाइन हो. धन्यवाद!,mujhe dekhne ke lie jab aap online ho thanks !,positive,positive
"Those who were arrogant said, “We reject what you believe in. ”",तब जिन लोगों को (अपनी दौलत दुनिया पर) घमन्ड था कहने लगे हम तो जिस पर तुम ईमान लाए हो उसे नहीं मानते,tab jin logon ko apni daulat duniya par ghamand tha kahne lage ham to jis par tum eeman lae ho use nahin mante,negative,negative
"While interpreting the power of it, Supreme Court also said that it is only a tribunal, which decides the election schedules, and holding election is his work.",सुप्रीम कोर्ट ने भी उसकी शक्तियों की व्याख्या करते हुए कहा कि वह एकमात्र अधिकरण है जो चुनाव कार्यक्रम निर्धारित करे चुनाव करवाना केवल उसी का कार्य है,supreme court ne bhi uski interpreting the power karte hue kaha ki vah ekmatr adhikaran hai jo chunav karyakram nirdharit kare chunav karvana keval usi ka kary hai,neutral,positive
They had grown in self - respect and self - confidence.,उनमें आत्मसम्मान और आत्मविश्वास का विकास हुआ।,unmen respect aur confidence ka vikas huaa.,positive,positive
There are four to five generations in a year and generally the pest overwinters as nymph which develops into adult in early spring.,वर्ष में चार-पांच पीढ़ियां पूरी हो जाती हैं और यह पीड़क निम्फ के रूप में सर्दियां पार करके बसंत के आरंभ में प्रौढ़ बन जाता है।,varsh men char-panch piiyan poori ho jati hain aur yah pirak nimph ke roop men sardiyan par karke basnt ke adult in early ban jata hai.,neutral,neutral
A silly position for a fellow of eighteen !,"वैसे यह हास्यास्पद स्थिति है , एक अट्ठारह वर्ष के लड़के के लिए !","vaise yah hasyaspad position hai , ek silly varsh ke larke ke lie !",negative,positive
"Your demand being so reasonable, no impartial person would even suggest that you should moderate it.",आपकी मांग ऐसी है कि कोई निष्पक्ष मनुष्य उसमें काटछांट करनेकी बात सुझा ही नहीं सकता।,aapki demand aesi hai ki koee impartial person usmen katchhant karneki bat reasonable hi nahin sakta.,negative,negative
"If they try to force you to associate with Me that of which you have no knowledge, do not obey them. Live with them honourably in the world, but follow the way of him who turns to Me. Your returning is to Me in the end, when I will tell you what you did.",और अगर तेरे माँ बाप तुझे इस बात पर मजबूर करें कि तू मेरा शरीक ऐसी चीज़ को क़रार दे जिसका तुझे इल्म भी नहीं तो तू (इसमें) उनकी इताअत न करो (मगर तकलीफ़ न पहुँचाना) और दुनिया (के कामों) में उनका अच्छी तरह साथ दे और उन लोगों के तरीक़े पर चल जो (हर बात में) मेरी (ही) तरफ रुजू करे फिर (तो आख़िर) तुम सबकी रुजू मेरी ही तरफ है तब (दुनिया में) जो कुछ तुम करते थे,aur agar tere man bap i is knowledge par majboor karen ki too mera sharik aesi chiz ko rar end jiska i ilm bhi nahin to too ismen unki itaat n karo magar taklif n pahunchana aur live ke kamon men unka achchhi tarah sath end aur un logon ke tarie par chal jo har knowledge men meri hi taraph returning kare phir to aair tum sabki returning meri hi taraph hai tab live men jo kuchh tum karte the,neutral,negative
"Kindness, seriousness and restraint were the balance column",दया विचारशीलता और संयम इसके आधार स्तम्भ थे।,kindness seriousness and restraint iske aadhar balance column,positive,positive
1. This does not function within defined time frame.,1. ये नियमित अंतराल से काम नहीं करती है,1 ye niymit defined se kam nahin karti hai,negative,neutral
Color to draw the Marcus Bains Line in the Time bar (empty for default).,Marcus Bains Line को समय पट्टी में दिखाने के लिए रंग (तयशुदा रूप से खाली).,Marcus Bains Line ko time bar men dikhane ke lie rng tayshuda roop se khali,neutral,negative
Their needs come low on the political agenda in countries that lack money and resources.,धन और साधनों की कमी से जूझते देशों की राजनीतिक प्राथमिकताओं में इन लोगों की जरूरतों का स्थान बहुत नीचे होता है।,dhan aur sadhnon ki kami se joojhte deshon ki rajnitik prathmiktaon men in logon ki jaroorton ka sthan bahut niche hota hai.,negative,negative
how where they think the flag had been changes,कैसे वो सोचते हैं कि कहाँ फ्लैग बदल गया है,kaise vo sochte hain ki kahan flag changes gaya hai,neutral,neutral
He could put up with any and everything but opposition to Urdu and the Anjuman was something he could not bear.,जो कुछ कमाया वह या तो उर्दू पर निछावर कर दिया या दोस्तों और शार्गिदों पर खर्च कर दिया।,jo kuchh something vah ya to urdoo par nichhavar kar diya ya doston aur shargidon par kharch kar diya.,negative,neutral
"Or like abundant rain from the cloud in which is utter darkness and thunder and lightning; they put their fingers into their ears because of the thunder peal, for fear of death, and Allah encompasses the unbelievers.","या (उनकी मिसाल ऐसी है) जैसे आकाश से वर्षा हो रही हो जिसके साथ अँधेरे हों और गरज और चमक भी हो, वे बिजली की कड़क के कारण मृत्यु के भय से अपने कानों में उँगलियाँ दे ले रहे हों-और अल्लाह ने तो इनकार करनेवालों को घेर रखा हैं","ya unki unbelievers aesi hai jaise cloud se rain ho rahi ho jiske sath darkness hon aur thunder aur chamak bhi ho , ve lightning ki karak ke karan death ke fear se apne fingers men ungliyan de le rahe hon-aur allah ne to inkar karnevalon ko gher rakha hain",negative,negative
Set the browser to view only this genre,ब्राउजर को सिर्फ ये शैल प्रदर्षित करने के लिए निश्चित करें,browser ko sirph ye shail genre karne ke lie nishchit karen,neutral,neutral
The increasing adoption of the continuous casting process by the integrated steel plants would mean that they will themselves use most of the scrap generated by them .,समन्वित इस्पात मिलों द्वारा निरन्तर कास्टिंग प्रक्रिया के अपनाने का अर्थ होगा कि अपने ही संयंत्रों से निकले टुकड़ों ( स्क्रेप ) का वे स्वयं उपयोग करेंगे .,samanvit steel most dvara continuous casting process ke adoption ka arth hoga ki apne hi snyntron se nikle scrap skrep ka ve svyn upyog karenge,neutral,neutral
Almost all Political Parties with their representatives contest the election for Counselor.,पार्षदों के चुनाव हेतु लगभग सभी राजनीतिक पार्टियां अपने प्रत्याशि खड़े करतीं हैं।,parshdon ke election hetu lagabhag sabhi political partiyan apne representatives khare kartin hain.,neutral,positive
Construction of Farkka dam has been helpful in production of seed of hilsa fish.,फरक्का बांध बन जाने से गंगा नदी में हिल्सा मछली के बीजोत्पादन में सहायता मिली है।,construction dam ban jane se gnga nadi men production fish ke farkka men sahayta mili hai.,positive,positive
India and Togo enjoy warm and friendly relations.,भारत और टोगो के प्रगाढ़ और मैत्रीपूर्ण संबंध हैं।,india aur togo ke enjoy aur friendly relations hain.,positive,positive
"But there are signs of a renaissance and, given that youth organizations provide adolescents' main experience of democracy, their strengthening will be an essential buttress to future human rights in the country.",युवा संगठन किशोरों को लोकतंत्र का अनुभव प्रदान करते हैं इसलिए उन्हें मजबूत करने से भविष्य में देश में मानव अधिकारों की आवश्यक बुनियाद तैयार होगी।,youth organizations kishoron ko loktntr ka anubhav prdan karte hain islie unhen majboot karne se experience of democracy men manav adhikaron ki aavashyak buniyad taiyar hogi.,positive,positive
"The poet feels inspired by Parmanand Almast, that aspect of Lord Shiva which symbolises Truth and Beauty.",कवि को शिव का सत्य और सुन्दर रूप अधिक प्रेरक लगता है।,poet ko lord ka truth aur beauty aspect adhik prerak feels hai.,positive,positive
Gandhiji’s talisman for the country 's rulers was simple and powerful and I quote:,देश के शासकों के लिए गांधी जी का मंत्र सरल और शक्तिशाली थाः,country ke rulers ke lie gandhi ji ka talisman simple and powerful thaa,positive,positive
He works towards impacting the environment in a positive manner through his own actions as well as by imparting knowledge amongst students to help them achieve their potential.,वह अपने कार्यों के जरिए तथा विद्यार्थियों को अपनी क्षमता अर्जित करने में मदद करने के लिए ज्ञान प्रदान करके वातावरण को सकारात्मक तरीके से प्रभावित करने का कार्य करता है।,vah apne actions ke jarie towards students ko apni own arjit karne men madad karne ke lie knowledge prdan karke environment ko positive tarike se prbhavit karne ka kary karta hai.,positive,positive
When it is legal act by illegal means over act is necessary.,जब अवैध तरीकों से कानूनी कार्रवाई की गयी है तब यह अधिनियम आवश्यक है.,jab illegal means se legal karrvaee ki gayi hai tab yah act necessary hai,neutral,negative
But Nanak was for more knowledgeable than his teachers.,लेकिन नानक का ज्ञान गुरु से कहीं बढ़-चढ़ कर था।,lekin teachers ka jnjan guru se kahin ba-cha kar tha.,neutral,neutral
"To change time or date settings, you need to authenticate.","समय या दिनांक सेटिंग्स को बदलने के लिए, आपको प्रमाणित करने की जरूरत है.","time or date settings ko change ke lie, aapko authenticate karne ki jaroorat hai",neutral,neutral
"In case of accidents: If any labourer gets bodily injury during the course of employment at work site, the person is entitled to free medical treatment from the State Government.",दुर्घटना की स्थिति में-यदि कोई कामगार कार्यस्थल पर कार्य के दौरान घायल होता है तो राज्य सरकार की ओर से वह निःशुल्क चिकित्सा सुविधा पाने का हकदार होगा।,case of accidents men-ydi koee work site par kary ke dauran ghayal hota hai to rajy sarkar ki or se vah free medical treatment pane ka free medical,neutral,positive
Those! theirs shall be a provision known:,उनके वास्ते (बेहिश्त में) एक मुक़र्रर रोज़ी होगी,unke provision behisht men ek murrar rozi hogi,positive,neutral
And He subjected the night and the day for you – and the sun and the moon; and the stars are subjected to His command; indeed in this are signs for people of intellect.,उसी ने तुम्हारे वास्ते रात को और दिन को और सूरज और चाँद को तुम्हारा ताबेए बना दिया है और सितारे भी उसी के हुक्म से (तुम्हारे) फरमाबरदार हैं कुछ शक़ ही नहीं कि (इसमें) समझदार लोगों के वास्ते यक़ीनन (कुदरत खुदा की) बहुत सी निशानियाँ हैं,usi ne tumhare vaste rat ko aur din ko aur sooraj aur chand ko tumhara tabee bana diya hai aur sitare bhi usi ke hukm se tumhare pharmabardar hain kuchh sha hi nahin ki ismen samajhdar logon ke vaste yainan kudarat khuda ki bahut si nishaniyan hain,positive,positive
Inevitable losses is pushing the profit in unfavourable direction.,अपरिहार्य हानियाँ लाभ को प्रतिकूल दिशा में धकेल रही हैं।,inevitable losses profit ko unfavourable direction men dhakel rahi hain.,negative,positive
Inflammation related to the tissues around the larynx.,स्वरयंत्र के चारों ओर पाए जाने वाले ऊतक से संबंधी प्रदाह,larynx ke charon or pae jane vale ootak se inflammation related,negative,neutral
"He said, “Our Lord is He who gave everything its existence, then guided it. ”",मूसा ने कहा हमारा परवरदिगार वह है जिसने हर चीज़ को उसके (मुनासिब) सूरत अता फरमाई,gave ne kaha hamara lord vah hai jisne har chiz ko uske munasib soorat ata pharmaee,positive,neutral
Remove the validity tests on this cell,इस कक्ष पर वैधता जांच हटाएं,is cell par validity janch hataen,negative,neutral
Central European (_ MacCE),मध्य यूरोपीय (_ MacCE),central european _ MacCE,neutral,neutral
